id,slug,naziv,tip,titular,religija,konfesija,adresa,mjesto,naselje,opcina,zupanija,lat,lng,zupa,zupa_oib,biskupija,zupna_crkva,oznaka_zastite,status_zastite,godina,arhitekt,stil,telefon,email,web,osm_type,osm_id,wikidata_id,wikipedia_url,commons_image,izvori
5833,blazene-djevice-marije-gospe-lurdske-bjelovar-w1167763440,crkva Blažene Djevice Marije Gospe Lurdske,crkva,Majka Božja,christian,roman_catholic,,,Bjelovar,Bjelovar,Bjelovarsko-bilogorska,45.9172348,16.8578348,,,,0,,,,,,,,,way,1167763440,,,,"[""osm""]"
4121,blazene-djevice-marije-lurdske-uljanik-w484892982,crkva Blažene Djevice Marije Lurdske,crkva,sv. Djevice Marije Lurdske,christian,roman_catholic,,,Uljanik,Garešnica,Bjelovarsko-bilogorska,45.5346527,17.0236096,,,,0,,,,,,,,,way,484892982,,,,"[""osm""]"
5846,duha-svetoga-veliki-grdevac-w1179637765,crkva Duha Svetoga,crkva,Duh Sveti,christian,roman_catholic,,,Veliki Grđevac,Veliki Grđevac,Bjelovarsko-bilogorska,45.754474,17.0497219,ŽUPA DUHA SVETOGA,10545881258,Bjelovarsko-križevačka Biskupija,1,Z-3117,zaštićeno kulturno dobro,18. st.,,,,,,way,1179637765,,,,"[""osm"", ""kulturna-dobra""]"
6655,male-gospe-garesnicki-brestovac-w1460260760,crkva Male Gospe,crkva,,christian,,,,Garešnički Brestovac,Garešnica,Bjelovarsko-bilogorska,45.6040103,16.9453252,,,,0,,,,,,,,,way,1460260760,,,,"[""osm""]"
3689,pohoda-blazene-djevice-marije-gornji-draganec-w376271580,crkva Pohoda Blažene Djevice Marije,crkva,Pohod BDM,christian,roman_catholic,,,Gornji Draganec,Čazma,Bjelovarsko-bilogorska,45.7841589,16.645828,,,,0,Z-1908,zaštićeno kulturno dobro,17. st. do 19. st.,,,,,,way,376271580,,,,"[""osm"", ""kulturna-dobra""]"
4116,pohoda-blazene-djevice-marije-sirac-w484490065,crkva Pohoda Blažene Djevice Marije,crkva,Pohod BDM,christian,roman_catholic,,,Sirač,Sirač,Bjelovarsko-bilogorska,45.5269904,17.2512557,"ŽUPA POHODA BDM, SIRAČ",,Požeška Biskupija,0,Z-2101,zaštićeno kulturno dobro,1907,,,,,,way,484490065,,,,"[""osm"", ""kulturna-dobra""]"
5050,pohoda-blazene-djevice-marije-sandrovac-w851816507,crkva Pohoda Blažene Djevice Marije,crkva,Pohod BDM,christian,roman_catholic,,,Šandrovac,Šandrovac,Bjelovarsko-bilogorska,45.90438,17.0293163,ŽUPA POHODA B. D. MARIJE,97559681882,Bjelovarsko-križevačka Biskupija,1,Z-2757,zaštićeno kulturno dobro,1885. god.,,,,,,way,851816507,,,,"[""osm"", ""kulturna-dobra""]"
4119,pokrovu-presvete-bogorodice-imsovac-w484884463,crkva Pokrovu presvete Bogorodice,pravoslavna-crkva,,christian,serbian_orthodox,,,Imsovac,Končanica,Bjelovarsko-bilogorska,45.6070223,17.0582434,,,,0,,,1927,,,,,,way,484884463,,,,"[""osm""]"
4502,presvetog-srca-isusova-velika-pisanica-w614055049,crkva Presvetog Srca Isusova,crkva,Presveto Srce Isusovo,christian,roman_catholic,,,Velika Pisanica,Velika Pisanica,Bjelovarsko-bilogorska,45.8015701,17.0669146,ŽUPA PRESVETOG SRCA ISUSOVA,77482659941,Bjelovarsko-križevačka Biskupija,1,Z-2108,zaštićeno kulturno dobro,1908. god.,,,,,,way,614055049,Q120706764,https://hr.wikipedia.org/wiki/Crkva_Presvetog_Srca_Isusova_u_Velikoj_Pisanici,https://commons.wikimedia.org/wiki/Special:FilePath/Crkva%20Presvetog%20Srca%20Isusova%20u%20Velikoj%20Pisanici.jpg,"[""osm"", ""wikidata"", ""kulturna-dobra""]"
1927,presvetog-srca-isusovog-ivanovo-selo-w120448428,crkva Presvetog Srca Isusovog,crkva,Presveto Srce Isusovo,christian,roman_catholic,,,Ivanovo Selo,Grubišno Polje,Bjelovarsko-bilogorska,45.6738746,17.250656,ŽUPA PRESVETOG SRCA ISUSOVA,31803273621,Bjelovarsko-križevačka Biskupija,1,,,,,,,,,way,120448428,,,,"[""osm""]"
